X0,X1,X2,X3,X4,X5,X6,X7,X8,Y
1,0.74,686,245,220.5,3.5,5,0.25,4,12.43
1,0.71,710.5,269.5,220.5,3.5,2,0.25,4,12.36
1,0.71,710.5,269.5,220.5,3.5,3,0.25,4,12.49
1,0.71,710.5,269.5,220.5,3.5,4,0.25,4,12.17
1,0.71,710.5,269.5,220.5,3.5,5,0.25,4,12.28
1,0.69,735,294,220.5,3.5,2,0.25,4,12.91
1,0.69,735,294,220.5,3.5,3,0.25,4,12.95
1,0.69,735,294,220.5,3.5,4,0.25,4,12.67
1,0.69,735,294,220.5,3.5,5,0.25,4,12.86
1,0.66,759.5,318.5,220.5,3.5,2,0.25,4,12.95
1,0.66,759.5,318.5,220.5,3.5,3,0.25,4,13
1,0.66,759.5,318.5,220.5,3.5,4,0.25,4,12.86
1,0.66,759.5,318.5,220.5,3.5,5,0.25,4,12.92
1,0.64,784,343,220.5,3.5,2,0.25,4,16.99
1,0.64,784,343,220.5,3.5,3,0.25,4,16.69
1,0.64,784,343,220.5,3.5,4,0.25,4,16.56
1,0.64,784,343,220.5,3.5,5,0.25,4,16.62
1,0.62,808.5,367.5,220.5,3.5,2,0.25,4,14.33
1,0.62,808.5,367.5,220.5,3.5,3,0.25,4,14.61
1,0.62,808.5,367.5,220.5,3.5,4,0.25,4,14.61
1,0.62,808.5,367.5,220.5,3.5,5,0.25,4,14.65
1,0.98,514.5,294,110.25,7,2,0.25,5,28.69
1,0.98,514.5,294,110.25,7,3,0.25,5,28.58
1,0.98,514.5,294,110.25,7,4,0.25,5,28.15
1,0.98,514.5,294,110.25,7,5,0.25,5,28.61
1,0.9,563.5,318.5,122.5,7,2,0.25,5,33.13
1,0.9,563.5,318.5,122.5,7,3,0.25,5,32.31
1,0.9,563.5,318.5,122.5,7,4,0.25,5,31.53
1,0.9,563.5,318.5,122.5,7,5,0.25,5,32.46
1,0.86,588,294,147,7,2,0.25,5,29.71
1,0.86,588,294,147,7,3,0.25,5,29.09
1,0.86,588,294,147,7,4,0.25,5,28.31
1,0.86,588,294,147,7,5,0.25,5,29.39
1,0.82,612.5,318.5,147,7,2,0.25,5,25.7
1,0.82,612.5,318.5,147,7,3,0.25,5,25.17
1,0.82,612.5,318.5,147,7,4,0.25,5,24.6
1,0.82,612.5,318.5,147,7,5,0.25,5,25.49
1,0.79,637,343,147,7,2,0.25,5,39.89
1,0.79,637,343,147,7,3,0.25,5,39.83
1,0.79,637,343,147,7,4,0.25,5,39.01
1,0.79,637,343,147,7,5,0.25,5,38.65
1,0.76,661.5,416.5,122.5,7,2,0.25,5,35.69
1,0.76,661.5,416.5,122.5,7,3,0.25,5,36.64
1,0.76,661.5,416.5,122.5,7,4,0.25,5,36.06
1,0.76,661.5,416.5,122.5,7,5,0.25,5,36.7
1,0.74,686,245,220.5,3.5,2,0.25,5,12.12
1,0.74,686,245,220.5,3.5,3,0.25,5,11.67
1,0.74,686,245,220.5,3.5,4,0.25,5,11.64
1,0.74,686,245,220.5,3.5,5,0.25,5,12.02
1,0.71,710.5,269.5,220.5,3.5,2,0.25,5,12.27
1,0.71,710.5,269.5,220.5,3.5,3,0.25,5,12.19
1,0.71,710.5,269.5,220.5,3.5,4,0.25,5,12.25
1,0.71,710.5,269.5,220.5,3.5,5,0.25,5,12.27
1,0.69,735,294,220.5,3.5,2,0.25,5,12.47
1,0.69,735,294,220.5,3.5,3,0.25,5,12.12
1,0.69,735,294,220.5,3.5,4,0.25,5,12.18
1,0.69,735,294,220.5,3.5,5,0.25,5,12.47
1,0.66,759.5,318.5,220.5,3.5,2,0.25,5,12.93
1,0.66,759.5,318.5,220.5,3.5,3,0.25,5,12.82
1,0.66,759.5,318.5,220.5,3.5,4,0.25,5,12.78
1,0.66,759.5,318.5,220.5,3.5,5,0.25,5,13.02
1,0.64,784,343,220.5,3.5,2,0.25,5,16.73
1,0.64,784,343,220.5,3.5,3,0.25,5,16.86
1,0.64,784,343,220.5,3.5,4,0.25,5,16.76
1,0.64,784,343,220.5,3.5,5,0.25,5,16.92
1,0.62,808.5,367.5,220.5,3.5,2,0.25,5,13.68
1,0.62,808.5,367.5,220.5,3.5,3,0.25,5,13.99
1,0.62,808.5,367.5,220.5,3.5,4,0.25,5,14.16
1,0.62,808.5,367.5,220.5,3.5,5,0.25,5,13.86
1,0.98,514.5,294,110.25,7,2,0.4,1,32.26
1,0.98,514.5,294,110.25,7,3,0.4,1,32.26
1,0.98,514.5,294,110.25,7,4,0.4,1,32.49
1,0.98,514.5,294,110.25,7,5,0.4,1,32.53
1,0.9,563.5,318.5,122.5,7,2,0.4,1,36.47
1,0.9,563.5,318.5,122.5,7,3,0.4,1,37.24
1,0.9,563.5,318.5,122.5,7,4,0.4,1,36.66
1,0.9,563.5,318.5,122.5,7,5,0.4,1,35.96
1,0.86,588,294,147,7,2,0.4,1,31.89
1,0.86,588,294,147,7,3,0.4,1,32.39
1,0.86,588,294,147,7,4,0.4,1,32.09
1,0.86,588,294,147,7,5,0.4,1,31.29
1,0.82,612.5,318.5,147,7,2,0.4,1,29.22
1,0.82,612.5,318.5,147,7,3,0.4,1,29.91
1,0.82,612.5,318.5,147,7,4,0.4,1,29.53
1,0.82,612.5,318.5,147,7,5,0.4,1,28.65
1,0.79,637,343,147,7,2,0.4,1,41.4
1,0.79,637,343,147,7,3,0.4,1,42.62
1,0.79,637,343,147,7,4,0.4,1,42.5
1,0.79,637,343,147,7,5,0.4,1,41.67
1,0.76,661.5,416.5,122.5,7,2,0.4,1,40.78
1,0.76,661.5,416.5,122.5,7,3,0.4,1,39.97
1,0.76,661.5,416.5,122.5,7,4,0.4,1,40.71
1,0.76,661.5,416.5,122.5,7,5,0.4,1,40.43
1,0.74,686,245,220.5,3.5,2,0.4,1,14.52
1,0.74,686,245,220.5,3.5,3,0.4,1,14.61
1,0.74,686,245,220.5,3.5,4,0.4,1,14.5
1,0.74,686,245,220.5,3.5,5,0.4,1,14.55
1,0.71,710.5,269.5,220.5,3.5,2,0.4,1,14.51
1,0.71,710.5,269.5,220.5,3.5,3,0.4,1,14.6
1,0.71,710.5,269.5,220.5,3.5,4,0.4,1,14.5
1,0.71,710.5,269.5,220.5,3.5,5,0.4,1,14.58
1,0.69,735,294,220.5,3.5,2,0.4,1,14.51
1,0.69,735,294,220.5,3.5,3,0.4,1,14.7
1,0.69,735,294,220.5,3.5,4,0.4,1,14.42
1,0.69,735,294,220.5,3.5,5,0.4,1,14.42
1,0.66,759.5,318.5,220.5,3.5,2,0.4,1,15.23
1,0.66,759.5,318.5,220.5,3.5,3,0.4,1,15.23
1,0.66,759.5,318.5,220.5,3.5,4,0.4,1,15.23
1,0.66,759.5,318.5,220.5,3.5,5,0.4,1,15.23
1,0.64,784,343,220.5,3.5,2,0.4,1,19.52
1,0.64,784,343,220.5,3.5,3,0.4,1,19.36
1,0.64,784,343,220.5,3.5,4,0.4,1,19.48
1,0.64,784,343,220.5,3.5,5,0.4,1,19.42
1,0.62,808.5,367.5,220.5,3.5,2,0.4,1,15.09
1,0.62,808.5,367.5,220.5,3.5,3,0.4,1,17.17
1,0.62,808.5,367.5,220.5,3.5,4,0.4,1,17.14
1,0.62,808.5,367.5,220.5,3.5,5,0.4,1,17.14
1,0.98,514.5,294,110.25,7,2,0.4,2,32.82
1,0.98,514.5,294,110.25,7,3,0.4,2,32.71
1,0.98,514.5,294,110.25,7,4,0.4,2,32.24
1,0.98,514.5,294,110.25,7,5,0.4,2,32.72
1,0.9,563.5,318.5,122.5,7,2,0.4,2,35.84
1,0.9,563.5,318.5,122.5,7,3,0.4,2,36.57
1,0.9,563.5,318.5,122.5,7,4,0.4,2,36.06
1,0.9,563.5,318.5,122.5,7,5,0.4,2,35.69
1,0.86,588,294,147,7,2,0.4,2,32.48
1,0.86,588,294,147,7,3,0.4,2,32.74
1,0.86,588,294,147,7,4,0.4,2,32.13
1,0.86,588,294,147,7,5,0.4,2,31.64
1,0.82,612.5,318.5,147,7,2,0.4,2,28.95
1,0.82,612.5,318.5,147,7,3,0.4,2,29.49
1,0.82,612.5,318.5,147,7,4,0.4,2,28.64
1,0.82,612.5,318.5,147,7,5,0.4,2,28.01
1,0.79,637,343,147,7,2,0.4,2,41.64
1,0.79,637,343,147,7,3,0.4,2,43.1
1,0.79,637,343,147,7,4,0.4,2,42.74
1,0.79,637,343,147,7,5,0.4,2,41.92
1,0.76,661.5,416.5,122.5,7,2,0.4,2,40.78
1,0.76,661.5,416.5,122.5,7,3,0.4,2,40.15
1,0.76,661.5,416.5,122.5,7,4,0.4,2,40.57
1,0.76,661.5,416.5,122.5,7,5,0.4,2,40.42
1,0.74,686,245,220.5,3.5,2,0.4,2,14.54
1,0.74,686,245,220.5,3.5,3,0.4,2,14.45
1,0.74,686,245,220.5,3.5,4,0.4,2,14.18
1,0.74,686,245,220.5,3.5,5,0.4,2,14.5
1,0.71,710.5,269.5,220.5,3.5,2,0.4,2,14.7
1,0.71,710.5,269.5,220.5,3.5,3,0.4,2,14.66
1,0.71,710.5,269.5,220.5,3.5,4,0.4,2,14.4
1,0.71,710.5,269.5,220.5,3.5,5,0.4,2,14.71
1,0.69,735,294,220.5,3.5,2,0.4,2,14.75
1,0.69,735,294,220.5,3.5,3,0.4,2,14.71
1,0.69,735,294,220.5,3.5,4,0.4,2,14.33
1,0.69,735,294,220.5,3.5,5,0.4,2,14.62
1,0.66,759.5,318.5,220.5,3.5,2,0.4,2,15.34
1,0.66,759.5,318.5,220.5,3.5,3,0.4,2,15.29
1,0.66,759.5,318.5,220.5,3.5,4,0.4,2,15.09
1,0.66,759.5,318.5,220.5,3.5,5,0.4,2,15.3
1,0.64,784,343,220.5,3.5,2,0.4,2,19.2
1,0.64,784,343,220.5,3.5,3,0.4,2,18.88
1,0.64,784,343,220.5,3.5,4,0.4,2,18.9
1,0.64,784,343,220.5,3.5,5,0.4,2,19.12
1,0.62,808.5,367.5,220.5,3.5,2,0.4,2,16.76
1,0.62,808.5,367.5,220.5,3.5,3,0.4,2,17.23
1,0.62,808.5,367.5,220.5,3.5,4,0.4,2,17.26
1,0.62,808.5,367.5,220.5,3.5,5,0.4,2,17.15
1,0.98,514.5,294,110.25,7,2,0.4,3,32.82
1,0.98,514.5,294,110.25,7,3,0.4,3,32.69
1,0.98,514.5,294,110.25,7,4,0.4,3,32.23
1,0.98,514.5,294,110.25,7,5,0.4,3,32.75
1,0.9,563.5,318.5,122.5,7,2,0.4,3,34.24
1,0.9,563.5,318.5,122.5,7,3,0.4,3,34.95
1,0.9,563.5,318.5,122.5,7,4,0.4,3,35.05
1,0.9,563.5,318.5,122.5,7,5,0.4,3,34.29
1,0.86,588,294,147,7,2,0.4,3,31.28
1,0.86,588,294,147,7,3,0.4,3,32.12
1,0.86,588,294,147,7,4,0.4,3,32.05
1,0.86,588,294,147,7,5,0.4,3,31.84
1,0.82,612.5,318.5,147,7,2,0.4,3,28.67
1,0.82,612.5,318.5,147,7,3,0.4,3,29.67
1,0.82,612.5,318.5,147,7,4,0.4,3,29.47
1,0.82,612.5,318.5,147,7,5,0.4,3,28.91
1,0.79,637,343,147,7,2,0.4,3,41.26
1,0.79,637,343,147,7,3,0.4,3,41.3
1,0.79,637,343,147,7,4,0.4,3,42.49
1,0.79,637,343,147,7,5,0.4,3,42.08
1,0.76,661.5,416.5,122.5,7,2,0.4,3,39.32
1,0.76,661.5,416.5,122.5,7,3,0.4,3,39.84
1,0.76,661.5,416.5,122.5,7,4,0.4,3,38.89
1,0.76,661.5,416.5,122.5,7,5,0.4,3,39.68
1,0.74,686,245,220.5,3.5,2,0.4,3,13.97
1,0.74,686,245,220.5,3.5,3,0.4,3,14.22
1,0.74,686,245,220.5,3.5,4,0.4,3,14.1
1,0.74,686,245,220.5,3.5,5,0.4,3,13.78
1,0.71,710.5,269.5,220.5,3.5,2,0.4,3,14.07
1,0.71,710.5,269.5,220.5,3.5,3,0.4,3,14.03
1,0.71,710.5,269.5,220.5,3.5,4,0.4,3,13.94
1,0.71,710.5,269.5,220.5,3.5,5,0.4,3,13.86
1,0.69,735,294,220.5,3.5,2,0.4,3,14.32
1,0.69,735,294,220.5,3.5,3,0.4,3,14.56
1,0.69,735,294,220.5,3.5,4,0.4,3,14.33
1,0.69,735,294,220.5,3.5,5,0.4,3,14.08
1,0.66,759.5,318.5,220.5,3.5,2,0.4,3,15.16
1,0.66,759.5,318.5,220.5,3.5,3,0.4,3,15.18
1,0.66,759.5,318.5,220.5,3.5,4,0.4,3,14.72
1,0.66,759.5,318.5,220.5,3.5,5,0.4,3,14.9
1,0.64,784,343,220.5,3.5,2,0.4,3,18.48
1,0.64,784,343,220.5,3.5,3,0.4,3,18.71
1,0.64,784,343,220.5,3.5,4,0.4,3,18.48
1,0.64,784,343,220.5,3.5,5,0.4,3,18.46
1,0.62,808.5,367.5,220.5,3.5,2,0.4,3,16.47
1,0.62,808.5,367.5,220.5,3.5,3,0.4,3,16.35
1,0.62,808.5,367.5,220.5,3.5,4,0.4,3,16.55
1,0.62,808.5,367.5,220.5,3.5,5,0.4,3,16.74
1,0.98,514.5,294,110.25,7,2,0.4,4,32.85
1,0.98,514.5,294,110.25,7,3,0.4,4,32.67
1,0.98,514.5,294,110.25,7,4,0.4,4,32.21
1,0.98,514.5,294,110.25,7,5,0.4,4,32.74
1,0.9,563.5,318.5,122.5,7,2,0.4,4,36.45
1,0.9,563.5,318.5,122.5,7,3,0.4,4,35.73
1,0.9,563.5,318.5,122.5,7,4,0.4,4,35.4
1,0.9,563.5,318.5,122.5,7,5,0.4,4,36.57
1,0.86,588,294,147,7,2,0.4,4,32.38
1,0.86,588,294,147,7,3,0.4,4,31.66
1,0.86,588,294,147,7,4,0.4,4,32.15
1,0.86,588,294,147,7,5,0.4,4,32.75
1,0.82,612.5,318.5,147,7,2,0.4,4,28.93
1,0.82,612.5,318.5,147,7,3,0.4,4,28.05
1,0.82,612.5,318.5,147,7,4,0.4,4,28.64
1,0.82,612.5,318.5,147,7,5,0.4,4,29.52
1,0.79,637,343,147,7,2,0.4,4,42.77
1,0.79,637,343,147,7,3,0.4,4,41.73
1,0.79,637,343,147,7,4,0.4,4,41.32
1,0.79,637,343,147,7,5,0.4,4,42.96
1,0.76,661.5,416.5,122.5,7,2,0.4,4,40.68
1,0.76,661.5,416.5,122.5,7,3,0.4,4,40.4
1,0.76,661.5,416.5,122.5,7,4,0.4,4,40.6
1,0.76,661.5,416.5,122.5,7,5,0.4,4,40.11
1,0.74,686,245,220.5,3.5,2,0.4,4,14.37
1,0.74,686,245,220.5,3.5,3,0.4,4,14.48
1,0.74,686,245,220.5,3.5,4,0.4,4,14.32
1,0.74,686,245,220.5,3.5,5,0.4,4,14.44
1,0.71,710.5,269.5,220.5,3.5,2,0.4,4,14.6
1,0.71,710.5,269.5,220.5,3.5,3,0.4,4,14.7
1,0.71,710.5,269.5,220.5,3.5,4,0.4,4,14.47
1,0.71,710.5,269.5,220.5,3.5,5,0.4,4,14.66
1,0.69,735,294,220.5,3.5,2,0.4,4,14.54
1,0.69,735,294,220.5,3.5,3,0.4,4,14.62
1,0.69,735,294,220.5,3.5,4,0.4,4,14.53
1,0.69,735,294,220.5,3.5,5,0.4,4,14.71
1,0.66,759.5,318.5,220.5,3.5,2,0.4,4,15.34
1,0.66,759.5,318.5,220.5,3.5,3,0.4,4,15.29
1,0.66,759.5,318.5,220.5,3.5,4,0.4,4,15.09
1,0.66,759.5,318.5,220.5,3.5,5,0.4,4,15.3
1,0.64,784,343,220.5,3.5,2,0.4,4,19.06
1,0.64,784,343,220.5,3.5,3,0.4,4,19.13
1,0.64,784,343,220.5,3.5,4,0.4,4,19
1,0.64,784,343,220.5,3.5,5,0.4,4,18.84
1,0.62,808.5,367.5,220.5,3.5,2,0.4,4,16.44
1,0.62,808.5,367.5,220.5,3.5,3,0.4,4,16.9
1,0.62,808.5,367.5,220.5,3.5,4,0.4,4,16.94
1,0.62,808.5,367.5,220.5,3.5,5,0.4,4,16.77
1,0.98,514.5,294,110.25,7,2,0.4,5,32.84
1,0.98,514.5,294,110.25,7,3,0.4,5,32.72
1,0.98,514.5,294,110.25,7,4,0.4,5,32.21
1,0.98,514.5,294,110.25,7,5,0.4,5,32.73
1,0.9,563.5,318.5,122.5,7,2,0.4,5,35.67
1,0.9,563.5,318.5,122.5,7,3,0.4,5,35.01
1,0.9,563.5,318.5,122.5,7,4,0.4,5,34.72
1,0.9,563.5,318.5,122.5,7,5,0.4,5,35.24
1,0.86,588,294,147,7,2,0.4,5,32.31
1,0.86,588,294,147,7,3,0.4,5,31.81
1,0.86,588,294,147,7,4,0.4,5,31.12
1,0.86,588,294,147,7,5,0.4,5,32.06
1,0.82,612.5,318.5,147,7,2,0.4,5,30
1,0.82,612.5,318.5,147,7,3,0.4,5,29.5
1,0.82,612.5,318.5,147,7,4,0.4,5,29.06
1,0.82,612.5,318.5,147,7,5,0.4,5,29.92
1,0.79,637,343,147,7,2,0.4,5,42.11
1,0.79,637,343,147,7,3,0.4,5,41.96
1,0.79,637,343,147,7,4,0.4,5,41.09
1,0.79,637,343,147,7,5,0.4,5,40.79
1,0.76,661.5,416.5,122.5,7,2,0.4,5,38.82
1,0.76,661.5,416.5,122.5,7,3,0.4,5,39.72
1,0.76,661.5,416.5,122.5,7,4,0.4,5,39.31
1,0.76,661.5,416.5,122.5,7,5,0.4,5,39.86
1,0.74,686,245,220.5,3.5,2,0.4,5,14.41
1,0.74,686,245,220.5,3.5,3,0.4,5,14.19
1,0.74,686,245,220.5,3.5,4,0.4,5,14.17
1,0.74,686,245,220.5,3.5,5,0.4,5,14.39
1,0.71,710.5,269.5,220.5,3.5,2,0.4,5,12.43
1,0.71,710.5,269.5,220.5,3.5,3,0.4,5,12.63
1,0.71,710.5,269.5,220.5,3.5,4,0.4,5,12.76
1,0.71,710.5,269.5,220.5,3.5,5,0.4,5,12.42
1,0.69,735,294,220.5,3.5,2,0.4,5,14.12
1,0.69,735,294,220.5,3.5,3,0.4,5,14.28
1,0.69,735,294,220.5,3.5,4,0.4,5,14.37
1,0.69,735,294,220.5,3.5,5,0.4,5,14.21
1,0.66,759.5,318.5,220.5,3.5,2,0.4,5,14.96
1,0.66,759.5,318.5,220.5,3.5,3,0.4,5,14.92
1,0.66,759.5,318.5,220.5,3.5,4,0.4,5,14.92
1,0.66,759.5,318.5,220.5,3.5,5,0.4,5,15.16
1,0.64,784,343,220.5,3.5,2,0.4,5,17.69
1,0.64,784,343,220.5,3.5,3,0.4,5,18.19
1,0.64,784,343,220.5,3.5,4,0.4,5,18.16
1,0.64,784,343,220.5,3.5,5,0.4,5,17.88
1,0.62,808.5,367.5,220.5,3.5,2,0.4,5,16.54
1,0.62,808.5,367.5,220.5,3.5,3,0.4,5,16.44
1,0.62,808.5,367.5,220.5,3.5,4,0.4,5,16.48
1,0.62,808.5,367.5,220.5,3.5,5,0.4,5,16.64
